Plan ID,Day,Exercise Name,Muscle Group,Workout Type,Fitness Level,Equipment Needed,Sets,Reps,Rest Time (seconds),Duration (minutes),AI Category,Intensity,Superset/Regular,Calories Burned,Workout Notes

12,1,Jumping Jacks,Full-Body,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Warm up with light movements.
12,1,Squats,Legs,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Focus on form.
12,1,Lunges,Legs,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Keep balance.
12,1,Push-Ups,Chest,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Modify if needed.
12,1,Rows,Back,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Control the movement.
12,2,5 Knees,Full-Body,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Engage core.
12,2,Deadlifts,Legs,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Keep back straight.
12,2,Shoulder Press,Shoulders,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Use controlled motion.
12,2,Bicep Curls,Arms,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Focus on biceps.
12,2,Plank,Core,Cardio,Advanced,None,5,30,30,10,Cardio + Advanced + None,5,No,200,Hold for 30 seconds.
12,3,Burpees,Full-Body,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Start s3.
12,3,Step-Ups,Legs,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Use a stable platform.
12,3,Chest Press,Chest,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Keep elbows close.
12,3,Lat Pulldowns,Back,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Use a resistance band.
12,3,Side Plank,Core,Cardio,Advanced,None,5,30,30,10,Cardio + Advanced + None,5,No,200,Hold for 30 seconds on each side.
12,4,Mountain Climbers,Full-Body,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Engage core.
12,4,Bulgarian Split Squats,Legs,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Use a bench.
12,4,Incline Bench Press,Chest,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Use an incline bench.
12,4,Bent Over Rows,Back,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Keep back flat.
12,4,Russian Twists,Core,Cardio,Advanced,None,5,30,30,10,Cardio + Advanced + None,5,No,200,Control the twist.
12,5,Jump Rope,Full-Body,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Simulate jump rope.
12,5,Single Leg Deadlifts,Legs,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Keep balance.
12,5,Decline Push-Ups,Chest,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Use a bench.
12,5,Face Pulls,Shoulders,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Use a resistance band.
12,5,Bicycle Crunches,Core,Cardio,Advanced,None,5,30,30,10,Cardio + Advanced + None,5,No,200,Control the motion.
12,6,Box Jumps,Full-Body,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Use a stable box.
12,6,Glute Bridges,Legs,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Engage glutes.
12,6,Dips,Triceps,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Use parallel bars.
12,6,Reverse Fly,Shoulders,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Control the movement.
12,6,Leg Raises,Core,Cardio,Advanced,None,5,30,30,10,Cardio + Advanced + None,5,No,200,Keep legs straight.
12,7,Skaters,Full-Body,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Engage core.
12,7,Wall Sit,Legs,Cardio,Advanced,None,5,30,30,10,Cardio + Advanced + None,5,No,200,Hold for 30 seconds.
12,7,Cable Fly,Chest,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Use a cable machine.
12,7,Seated Rows,Back,Cardio,Advanced,None,5,15,30,10,Cardio + Advanced + None,5,No,200,Use a resistance band.
12,7,Plank with Leg Lift,Core,Cardio,Advanced,None,5,30,30,10,Cardio + Advanced + None,5,No,200,Lift one leg at a time.

13,1,Dumbbell Jumping Jacks,Full-Body,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,3,No,100,Warm up with light movements.
13,1,Dumbbell Squats,Legs,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,3,No,100,Focus on form.
13,1,Dumbbell Lunges,Legs,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,3,No,100,Keep weights light.
13,1,Dumbbell Push-Ups,Chest,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,3,No,100,Modify if needed.
13,1,Dumbbell Rows,Back,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,3,No,100,Control the movement.
13,2,Dumbbell 5 Knees,Full-Body,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,3,No,100,Engage core.
13,2,Dumbbell Deadlifts,Legs,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,3,No,100,Keep back straight.
13,2,Dumbbell Shoulder Press,Shoulders,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,3,No,100,Use controlled motion.
13,2,Dumbbell Bicep Curls,Arms,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,3,No,100,Focus on biceps.
13,2,Dumbbell Plank,Core,HIIT,Beginner,Dumbbell,3,30,30,10,HIIT + Beginner + Dumbbell,3,No,100,Hold for 30 seconds.
13,3,Dumbbell Burpees,Full-Body,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,2,No,100,Start s2.
13,3,Dumbbell Step-Ups,Legs,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,2,No,100,Use a stable platform.
13,3,Dumbbell Chest Press,Chest,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,2,No,100,Keep elbows close.
13,3,Dumbbell Lat Pulldowns,Back,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,2,No,100,Use a resistance band.
13,3,Dumbbell Side Plank,Core,HIIT,Beginner,Dumbbell,3,30,30,10,HIIT + Beginner + Dumbbell,2,No,100,Hold for 30 seconds on each side.
13,4,Dumbbell Mountain Climbers,Full-Body,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,2,No,100,Engage core.
13,4,Dumbbell Bulgarian Split Squats,Legs,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,2,No,100,Use a bench.
13,4,Dumbbell Incline Bench Press,Chest,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,2,No,100,Use an incline bench.
13,4,Dumbbell Bent Over Rows,Back,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,2,No,100,Keep back flat.
13,4,Dumbbell Russian Twists,Core,HIIT,Beginner,Dumbbell,3,30,30,10,HIIT + Beginner + Dumbbell,2,No,100,Control the twist.
13,5,Dumbbell Jump Rope,Full-Body,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,2,No,100,Simulate jump rope.
13,5,Dumbbell Single Leg Deadlifts,Legs,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,2,No,100,Keep balance.
13,5,Dumbbell Decline Push-Ups,Chest,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,2,No,100,Use a bench.
13,5,Dumbbell Face Pulls,Shoulders,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,2,No,100,Use a resistance band.
13,5,Dumbbell Bicycle Crunches,Core,HIIT,Beginner,Dumbbell,3,30,30,10,HIIT + Beginner + Dumbbell,2,No,100,Control the motion.
13,6,Dumbbell Box Jumps,Full-Body,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,2,No,100,Use a stable box.
13,6,Dumbbell Glute Bridges,Legs,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,2,No,100,Engage glutes.
13,6,Dumbbell Dips,Triceps,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,2,No,100,Use parallel bars.
13,6,Dumbbell Reverse Fly,Shoulders,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,2,No,100,Control the movement.
13,6,Dumbbell Leg Raises,Core,HIIT,Beginner,Dumbbell,3,30,30,10,HIIT + Beginner + Dumbbell,2,No,100,Keep legs straight.
13,7,Dumbbell Skaters,Full-Body,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,2,No,100,Engage core.
13,7,Dumbbell Wall Sit,Legs,HIIT,Beginner,Dumbbell,3,30,30,10,HIIT + Beginner + Dumbbell,2,No,100,Hold for 30 seconds.
13,7,Dumbbell Cable Fly,Chest,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,2,No,100,Use a cable machine.
13,7,Dumbbell Seated Rows,Back,HIIT,Beginner,Dumbbell,3,15,30,10,HIIT + Beginner + Dumbbell,2,No,100,Use a resistance band.
13,7,Dumbbell Plank with Leg Lift,Core,HIIT,Beginner,Dumbbell,3,30,30,10,HIIT + Beginner + Dumbbell,2,No,100,Lift one leg at a time.

14,1,Resistance Band Jumping Jacks,Full-Body,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Warm up with light movements.
14,1,Resistance Band Squats,Legs,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Focus on form.
14,1,Resistance Band Lunges,Legs,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Keep band taut.
14,1,Resistance Band Push-Ups,Chest,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Modify if needed.
14,1,Resistance Band Rows,Back,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Control the movement.
14,2,Resistance Band 5 Knees,Full-Body,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Engage core.
14,2,Resistance Band Deadlifts,Legs,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Keep back straight.
14,2,Resistance Band Shoulder Press,Shoulders,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Use controlled motion.
14,2,Resistance Band Bicep Curls,Arms,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Focus on biceps.
14,2,Resistance Band Plank,Core,HIIT,Beginner,Resistance Band,3,30,30,10,HIIT + Beginner + Resistance Band,2,No,100,Hold for 30 seconds.
14,3,Resistance Band Burpees,Full-Body,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Start s2.
14,3,Resistance Band Step-Ups,Legs,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Use a stable platform.
14,3,Resistance Band Chest Press,Chest,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Keep elbows close.
14,3,Resistance Band Lat Pulldowns,Back,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Use a resistance band.
14,3,Resistance Band Side Plank,Core,HIIT,Beginner,Resistance Band,3,30,30,10,HIIT + Beginner + Resistance Band,2,No,100,Hold for 30 seconds on each side.
14,4,Resistance Band Mountain Climbers,Full-Body,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Engage core.
14,4,Resistance Band Bulgarian Split Squats,Legs,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Use a bench.
14,4,Resistance Band Incline Bench Press,Chest,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Use an incline bench.
14,4,Resistance Band Bent Over Rows,Back,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Keep back flat.
14,4,Resistance Band Russian Twists,Core,HIIT,Beginner,Resistance Band,3,30,30,10,HIIT + Beginner + Resistance Band,2,No,100,Control the twist.
14,5,Resistance Band Jump Rope,Full-Body,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Simulate jump rope.
14,5,Resistance Band Single Leg Deadlifts,Legs,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Keep balance.
14,5,Resistance Band Decline Push-Ups,Chest,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Use a bench.
14,5,Resistance Band Face Pulls,Shoulders,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Use a resistance band.
14,5,Resistance Band Bicycle Crunches,Core,HIIT,Beginner,Resistance Band,3,30,30,10,HIIT + Beginner + Resistance Band,2,No,100,Control the motion.
14,6,Resistance Band Box Jumps,Full-Body,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Use a stable box.
14,6,Resistance Band Glute Bridges,Legs,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Engage glutes.
14,6,Resistance Band Dips,Triceps,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Use parallel bars.
14,6,Resistance Band Reverse Fly,Shoulders,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Control the movement.
14,6,Resistance Band Leg Raises,Core,HIIT,Beginner,Resistance Band,3,30,30,10,HIIT + Beginner + Resistance Band,2,No,100,Keep legs straight.
14,7,Resistance Band Skaters,Full-Body,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Engage core.
14,7,Resistance Band Wall Sit,Legs,HIIT,Beginner,Resistance Band,3,30,30,10,HIIT + Beginner + Resistance Band,2,No,100,Hold for 30 seconds.
14,7,Resistance Band Cable Fly,Chest,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Use a cable machine.
14,7,Resistance Band Seated Rows,Back,HIIT,Beginner,Resistance Band,3,15,30,10,HIIT + Beginner + Resistance Band,2,No,100,Use a resistance band.
14,7,Resistance Band Plank with Leg Lift,Core,HIIT,Beginner,Resistance Band,3,30,30,10,HIIT + Beginner + Resistance Band,2,No,100,Lift one leg at a time.

15,1,Treadmill Walking,Full-Body,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Warm up with a light walk.
15,1,Treadmill Incline Walk,Legs,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Increase incline gradually.
15,1,Treadmill Jogging,Full-Body,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Start with a s2 jog.
15,1,Treadmill Interval Walking,Legs,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Alternate between walking and jogging.
15,1,Treadmill Cool Down,Full-Body,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,S2 down to a walk.
15,2,Treadmill Hill Walking,Full-Body,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Engage glutes and hamstrings.
15,2,Treadmill Steady State Jog,Legs,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Maintain a steady pace.
15,2,Treadmill Interval Jogging,Full-Body,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Alternate between jogging and walking.
15,2,Treadmill Incline Jogging,Legs,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Increase incline gradually.
15,2,Treadmill Cool Down Walk,Full-Body,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,S2 down to a walk.
15,3,Treadmill Hill Sprints,Full-Body,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Increase incline gradually.
15,3,Treadmill Steady State Jog,Legs,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Maintain a steady pace.
15,3,Treadmill Interval Jogging,Full-Body,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Alternate between jogging and walking.
15,3,Treadmill Incline Jogging,Legs,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Increase incline gradually.
15,3,Treadmill Cool Down Walk,Full-Body,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,S2 down to a walk.
15,4,Treadmill Hill Sprints,Full-Body,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Increase incline gradually.
15,4,Treadmill Steady State Jog,Legs,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Maintain a steady pace.
15,4,Treadmill Interval Jogging,Full-Body,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Alternate between jogging and walking.
15,4,Treadmill Incline Jogging,Legs,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Increase incline gradually.
15,4,Treadmill Cool Down Walk,Full-Body,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,S2 down to a walk.
15,5,Treadmill Hill Sprints,Full-Body,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Increase incline gradually.
15,5,Treadmill Steady State Jog,Legs,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Maintain a steady pace.
15,5,Treadmill Interval Jogging,Full-Body,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Alternate between jogging and walking.
15,5,Treadmill Incline Jogging,Legs,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Increase incline gradually.
15,5,Treadmill Cool Down Walk,Full-Body,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,S2 down to a walk.
15,6,Treadmill Hill Sprints,Full-Body,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Increase incline gradually.
15,6,Treadmill Steady State Jog,Legs,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Maintain a steady pace.
15,6,Treadmill Interval Jogging,Full-Body,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Alternate between jogging and walking.
15,6,Treadmill Incline Jogging,Legs,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Increase incline gradually.
15,6,Treadmill Cool Down Walk,Full-Body,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,S2 down to a walk.
15,7,Treadmill Hill Sprints,Full-Body,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Increase incline gradually.
15,7,Treadmill Steady State Jog,Legs,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Maintain a steady pace.
15,7,Treadmill Interval Jogging,Full-Body,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Alternate between jogging and walking.
15,7,Treadmill Incline Jogging,Legs,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,Increase incline gradually.
15,7,Treadmill Cool Down Walk,Full-Body,HIIT,Beginner,Treadmill,3,15,30,10,HIIT + Beginner + Treadmill,2,No,100,S2 down to a walk.

16,1,Jumping Jacks,Full-Body,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Warm up with light movements.
16,1,Squats,Legs,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Focus on form.
16,1,Lunges,Legs,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Keep balance.
16,1,Push-Ups,Chest,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Modify if needed.
16,1,Rows,Back,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Control the movement.
16,2,5 Knees,Full-Body,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Engage core.
16,2,Deadlifts,Legs,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Keep back straight.
16,2,Shoulder Press,Shoulders,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Use controlled motion.
16,2,Bicep Curls,Arms,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Focus on biceps.
16,2,Plank,Core,HIIT,Beginner,None,3,30,30,10,HIIT + Beginner + None,2,No,100,Hold for 30 seconds.
16,3,Burpees,Full-Body,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Start s2.
16,3,Step-Ups,Legs,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Use a stable platform.
16,3,Chest Press,Chest,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Keep elbows close.
16,3,Lat Pulldowns,Back,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Use a resistance band.
16,3,Side Plank,Core,HIIT,Beginner,None,3,30,30,10,HIIT + Beginner + None,2,No,100,Hold for 30 seconds on each side.
16,4,Mountain Climbers,Full-Body,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Engage core.
16,4,Bulgarian Split Squats,Legs,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Use a bench.
16,4,Incline Bench Press,Chest,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Use an incline bench.
16,4,Bent Over Rows,Back,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Keep back flat.
16,4,Russian Twists,Core,HIIT,Beginner,None,3,30,30,10,HIIT + Beginner + None,2,No,100,Control the twist.
16,5,Jump Rope,Full-Body,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Simulate jump rope.
16,5,Single Leg Deadlifts,Legs,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Keep balance.
16,5,Decline Push-Ups,Chest,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Use a bench.
16,5,Face Pulls,Shoulders,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Use a resistance band.
16,5,Bicycle Crunches,Core,HIIT,Beginner,None,3,30,30,10,HIIT + Beginner + None,2,No,100,Control the motion.
16,6,Box Jumps,Full-Body,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Use a stable box.
16,6,Glute Bridges,Legs,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Engage glutes.
16,6,Dips,Triceps,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Use parallel bars.
16,6,Reverse Fly,Shoulders,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Control the movement.
16,6,Leg Raises,Core,HIIT,Beginner,None,3,30,30,10,HIIT + Beginner + None,2,No,100,Keep legs straight.
16,7,Skaters,Full-Body,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Engage core.
16,7,Wall Sit,Legs,HIIT,Beginner,None,3,30,30,10,HIIT + Beginner + None,2,No,100,Hold for 30 seconds.
16,7,Cable Fly,Chest,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Use a cable machine.
16,7,Seated Rows,Back,HIIT,Beginner,None,3,15,30,10,HIIT + Beginner + None,2,No,100,Use a resistance band.
16,7,Plank with Leg Lift,Core,HIIT,Beginner,None,3,30,30,10,HIIT + Beginner + None,2,No,100,Lift one leg at a time.

17,1,Dumbbell Jumping Jacks,Full-Body,HIIT,Intermediate,Dumbbell,4,15,30,10,HIIT + Intermediate + Dumbbell,4,No,150,Warm up with light movements.
17,1,Dumbbell Squats,Legs,HIIT,Intermediate,Dumbbell,4,15,30,10,HIIT + Intermediate + Dumbbell,4,No,150,Focus on form.
17,1,Dumbbell Lunges,Legs,HIIT,Intermediate,Dumbbell,4,15,30,10,HIIT + Intermediate + Dumbbell,4,No,150,Keep weights moderate.
17,1,Dumbbell Push-Ups,Chest,HIIT,Intermediate,Dumbbell,4,15,30,10,HIIT + Intermediate + Dumbbell,4,No,150,Modify if needed.
17,1,Dumbbell Rows,Back,HIIT,Intermediate,Dumbbell,4,15,30,10,HIIT + Intermediate + Dumbbell,4,No,150,Control the movement.
17,2,Dumbbell 5 Knees,Full-Body,HIIT,Intermediate,Dumbbell,4,15,30,10,HIIT + Intermediate + Dumbbell,4,No,150,Engage core.
17,2,Dumbbell Deadlifts,Legs,HIIT,Intermediate,Dumbbell,4,15,30,10,HIIT + Intermediate + Dumbbell,4,No,150,Keep back straight.
17,2,Dumbbell Shoulder Press,Shoulders,HIIT,Intermediate,Dumbbell,4,15,30,10,HIIT + Intermediate + Dumbbell,4,No,150,Use controlled motion.
17,2,Dumbbell Bicep Curls,Arms,HIIT,Intermediate,Dumbbell,4,15,30,10,HIIT + Intermediate + Dumbbell,4,No,150,Focus on biceps.
17,2,Dumbbell Plank,Core,HIIT,Intermediate,Dumbbell,4,30,30,10,HIIT + Intermediate + Dumbbell,4,No,150,Hold for 30 seconds.
17,3,Dumbbell Burpees,Full-Body,HIIT,Intermediate,Dumbbell,4,15,30,10,HIIT + Intermediate + Dumbbell,4,No,150,Start s3.
17,3,Dumbbell Step-Ups,Legs,HIIT,Intermediate,Dumbbell,4,15,30,10,HIIT + Intermediate + Dumbbell,4,No,150,Use a stable platform.
17,3,Dumbbell Chest Press,Chest,HIIT,Intermediate,Dumbbell,4,15,30,10,HIIT + Intermediate + Dumbbell,4,No,150,Keep elbows close.
17,3,Dumbbell Lat Pulldowns,Back,HIIT,Intermediate,Dumbbell,4,15,30,10,HIIT + Intermediate + Dumbbell,4,No,150,Use a resistance band.
17,3,Dumbbell Side Plank,Core,HIIT,Intermediate,Dumbbell,4,30,30,10,HIIT + Intermediate + Dumbbell,4,No,150,Hold for 30 seconds on each side.
17,4,Dumbbell Mountain Climbers,Full-Body,HIIT,Intermediate,Dumbbell,4,15,30,10,HIIT + Intermediate + Dumbbell,4,No,150,Engage core.
